bill_number,bill_id,session_id,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
952796,1400,AB359,2,Engrossed,2017-06-01,"In-custody informants.","An act to amend Sections 1127a and 4001.1 of the Penal Code, relating to crime.",0,,2018-08-24,"Ordered to inactive file at the request of Senator Hertzberg.",https://legiscan.com/CA/bill/AB359/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB359
952791,1400,AB360,4,Passed,2017-10-02,"The State Bar: pro bono legal assistance: veterans.","An act to add Section 6074 to the Business and Professions Code, relating to the State Bar.",0,,2017-10-02,"Chaptered by Secretary of State - Chapter 401, Statutes of 2017.",https://legiscan.com/CA/bill/AB360/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB360
952792,1400,AB361,6,Failed,2018-02-01,"Income taxes: credit: apprentices.","An act to add and repeal Sections 17053.11 and 23667 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB361/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB361
952789,1400,AB362,2,Engrossed,2017-05-30,"Forestry assistance program: loans.","An act to amend Sections 4629.6, 4795, and 4796 of the Public Resources Code, relating to forestry.",0,,2017-09-01,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB362/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB362
952799,1400,AB363,4,Passed,2017-10-08,"Driver’s licenses: veteran designation.","An act to amend, repeal, and add Section 14901.1 of the Vehicle Code, relating to driver’s licenses.",0,,2017-10-08,"Chaptered by Secretary of State - Chapter 579, Statutes of 2017.",https://legiscan.com/CA/bill/AB363/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB363
952821,1400,AB364,6,Failed,2018-02-01,"Information security: cybersecurity: economic impact study.","An act relating to information security.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB364/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB364
952803,1400,AB365,4,Passed,2017-10-13,"Pupil instruction: coursework and graduation requirements: children of military families.","An act to amend Sections 51225.1 and 51225.2 of the Education Code, relating to pupils.",0,,2017-10-13,"Chaptered by Secretary of State - Chapter 739, Statutes of 2017.",https://legiscan.com/CA/bill/AB365/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB365
952797,1400,AB366,2,Engrossed,2017-04-06,"Child abuse reporting: confidentiality.","An act to amend Section 11167.5 of the Penal Code, relating to child abuse reporting, and declaring the urgency thereof, to take effect immediately.",0,,2018-08-23,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB366/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB366
952824,1400,AB367,4,Passed,2017-10-09,"Water supply: building permits.","An act to amend Section 106.4 of the Water Code, relating to water.",0,,2017-10-09,"Chaptered by Secretary of State - Chapter 612, Statutes of 2017.",https://legiscan.com/CA/bill/AB367/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB367
952808,1400,AB368,4,Passed,2017-09-30,"Criminal procedure: jurisdiction of public offenses.","An act to amend Section 784.7 of the Penal Code, relating to criminal procedure.",0,,2017-09-30,"Chaptered by Secretary of State - Chapter 379, Statutes of 2017.",https://legiscan.com/CA/bill/AB368/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB368
956615,1400,AB369,4,Passed,2017-07-10,"Appeals: child custody orders or judgments.","An act to amend Section 904.1 of the Code of Civil Procedure, relating to appeals.",0,,2017-07-10,"Chaptered by Secretary of State - Chapter 41, Statutes of 2017.",https://legiscan.com/CA/bill/AB369/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB369
956677,1400,AB370,6,Failed,2018-02-01,"Student financial aid: Competitive Cal Grant A and B awards.","An act to amend Section 69437 of the Education Code, relating to student financial aid.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB370/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB370
956663,1400,AB371,2,Engrossed,2017-05-30,"Sex crimes: communication with a minor.","An act to amend Section 288.3 of the Penal Code, relating to crimes.",0,,2017-09-01,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB371/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB371
956690,1400,AB372,4,Passed,2018-09-07,"Domestic violence: probation.","An act to add and repeal Section 1203.099 of the Penal Code, relating to domestic violence.",0,,2018-09-07,"Chaptered by Secretary of State - Chapter 290, Statutes of 2018.",https://legiscan.com/CA/bill/AB372/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB372
956669,1400,AB373,6,Failed,2018-02-01,"Workers’ compensation.","An act to amend Section 3702.1 of the Labor Code, relating to workers’ compensation.",0,,2018-02-01,"Died at Desk.",https://legiscan.com/CA/bill/AB373/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB373
956650,1400,AB374,6,Failed,2018-02-01,Insurance.,"An act to amend Section 105 of the Insurance Code, relating to insurance.",0,,2018-02-01,"Died at Desk.",https://legiscan.com/CA/bill/AB374/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB374
956640,1400,AB375,4,Passed,2018-06-28,"Privacy: personal information: businesses.","An act to add Title 1.81.5 (commencing with Section 1798.100) to Part 4 of Division 3 of the Civil Code, relating to privacy.",0,,2018-06-28,"Chaptered by Secretary of State - Chapter 55, Statutes of 2018.",https://legiscan.com/CA/bill/AB375/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB375
956667,1400,AB376,4,Passed,2017-09-01,"Veterans benefits: veteran farmers or ranchers.","An act to add Chapter 8 (commencing with Section 1008) to Division 4 of the Military and Veterans Code, relating to veterans benefits.",0,,2017-09-01,"Chaptered by Secretary of State - Chapter 188, Statutes of 2017.",https://legiscan.com/CA/bill/AB376/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB376
956684,1400,AB377,4,Passed,2017-10-12,"Child care subsidy plans: Counties of San Diego and Solano.","An act to add and repeal Article 15.4.2 (commencing with Section 8349) of Chapter 2 of Part 6 of Division 1 of Title 1 of the Education Code, relating to child care and development services.",0,,2017-10-12,"Chaptered by Secretary of State - Chapter 701, Statutes of 2017.",https://legiscan.com/CA/bill/AB377/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB377
956689,1400,AB378,6,Failed,2018-02-01,"Greenhouse gases, criteria air pollutants, and toxic air contaminants.","An act to amend Section 38562.5 of, and to add Sections 38562.6 and 38567 to, the Health and Safety Code, relating to air pollution.",0,,2018-02-01,"Died on inactive file.",https://legiscan.com/CA/bill/AB378/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB378
956674,1400,AB379,6,Failed,2018-02-01,"California Kickstart My Future Loan Forgiveness Program.","An act to add Article 16 (commencing with Section 69820) to Chapter 2 of Part 42 of Division 5 of Title 3 of the Education Code, relating to student financial aid.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB379/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB379
956666,1400,AB380,2,Engrossed,2017-05-01,"Electronic transactions: motor vehicle finance.","An act to amend Section 1633.3 of, and to add Sections 2984.7, 2984.8, 2986, and 2986.1 to, the Civil Code, relating to electronic transactions.",482,"Senate Judiciary",2017-07-13,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB380/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB380
956680,1400,AB381,5,Vetoed,2017-10-05,"Vehicle registration: Voluntary Deaf or Hard of Hearing Notification Program: establishment.","An act to add Article 5.4 (commencing with Section 4630) to Chapter 1 of Division 3 of the Vehicle Code, relating to vehicles.",0,,2018-01-12,"Stricken from file.",https://legiscan.com/CA/bill/AB381/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB381
956624,1400,AB382,2,Engrossed,2017-05-31,"County of Orange: joint exercise of powers agreements: toll roads.","An act to amend Section 66484.3 of the Government Code, relating to transportation.",490,"Senate Transportation and Housing",2018-06-26,"In committee: Set, first hearing. Failed passage. Reconsideration granted.",https://legiscan.com/CA/bill/AB382/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB382
956626,1400,AB383,4,Passed,2017-09-01,"Civil actions: discovery status conference.","An act to add Section 2016.080 to the Code of Civil Procedure, relating to civil actions.",0,,2017-09-01,"Chaptered by Secretary of State - Chapter 189, Statutes of 2017.",https://legiscan.com/CA/bill/AB383/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB383
956665,1400,AB384,4,Passed,2017-10-04,"The Qualified ABLE Program: tax-advantaged savings accounts.","An act to amend Sections 4879, 4880, and 4884 of the Welfare and Institutions Code, relating to the Qualified ABLE Program, and making an appropriation therefor.",0,,2017-10-04,"Chaptered by Secretary of State - Chapter 470, Statutes of 2017.",https://legiscan.com/CA/bill/AB384/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB384
956618,1400,AB385,2,Engrossed,2017-05-08,"Pupil data: visual and performing arts.","An act to amend Section 52060 of, and to add Section 60902 to, the Education Code, relating to pupil data.",0,,2017-09-01,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB385/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB385
956631,1400,AB386,2,Engrossed,2017-05-08,"School facilities: Efficiency and Sustainability Projects for Schools Pilot Program.","An act to add Section 17654 to the Education Code, relating to school facilities.",0,,2018-08-16,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB386/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB386
956647,1400,AB387,6,Failed,2018-02-01,"Minimum wage: health professionals: interns.","An act to add Section 1182.14 to the Labor Code, relating to wages.",0,,2018-02-01,"Died on inactive file.",https://legiscan.com/CA/bill/AB387/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB387
956678,1400,AB388,2,Engrossed,2017-04-27,"Greenhouse Gas Reduction Fund: wetland restoration projects.","An act to amend Section 39712 of the Health and Safety Code, relating to greenhouse gases.",0,,2017-09-01,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB388/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB388
956653,1400,AB389,2,Engrossed,2017-05-11,"Cannabis: consumer guide.","An act to add Chapter 2.5 (commencing with Section 26025) to Division 10 of the Business and Professions Code, relating to cannabis.",0,,2017-09-01,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB389/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB389
956671,1400,AB390,4,Passed,2017-10-02,"Pedestrian crossing signals.","An act to amend Section 21456 of the Vehicle Code, relating to pedestrians.",0,,2017-10-02,"Chaptered by Secretary of State - Chapter 402, Statutes of 2017.",https://legiscan.com/CA/bill/AB390/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB390
956616,1400,AB391,5,Vetoed,2017-10-13,"Medi-Cal: asthma preventive services.","An act to add Section 14132.08 to the Welfare and Institutions Code, relating to Medi-Cal.",0,,2018-01-12,"Stricken from file.",https://legiscan.com/CA/bill/AB391/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB391
956670,1400,AB392,6,Failed,2018-02-01,"Conspiracy: shoplifting.","An act to amend Section 182 of the Penal Code, relating to conspiracy.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB392/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB392
956673,1400,AB393,6,Failed,2018-02-01,"Public postsecondary education: tuition: enrollment fees.","An act to add Section 66025.1 to the Education Code, relating to public postsecondary education.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB393/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB393
956620,1400,AB394,4,Passed,2017-10-03,"Tribal gaming: compact ratification.","An act to add Section 12012.89 to the Government Code, relating to tribal gaming, and declaring the urgency thereof, to take effect immediately.",0,,2017-10-03,"Chaptered by Secretary of State - Chapter 440, Statutes of 2017.",https://legiscan.com/CA/bill/AB394/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB394
956660,1400,AB395,4,Passed,2017-09-11,"Substance use treatment providers.","An act to amend Sections 11220, 11839.1, 11839.2, 11839.3, 11839.5, and 11839.6 of the Health and Safety Code, and to amend Section 14021.6 of the Welfare and Institutions Code, relating to substance use treatment providers.",0,,2017-09-11,"Chaptered by Secretary of State - Chapter 223, Statutes of 2017.",https://legiscan.com/CA/bill/AB395/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB395
956652,1400,AB396,6,Failed,2018-02-01,"Pupil attendance: interdistrict transfers.","An act to amend Section 48315 of the Education Code, relating to pupil attendance.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB396/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB396
956635,1400,AB397,6,Failed,2018-02-01,"Public utilities: facility modernization.","An act to add Section 762.7 to the Public Utilities Code, relating to public utilities.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB397/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB397
956686,1400,AB398,4,Passed,2017-07-25,"California Global Warming Solutions Act of 2006: market-based compliance mechanisms: fire prevention fees: sales and use tax manufacturing exemption.","An act to amend, repeal, and add Sections 38501, 38562, and 38594 of, and to add and repeal Sections 38505.5, 38590.1, 38591.1, 38591.2, 38591.3, 38592.5, and 38592.6 of, the Health and Safety Code, to add Section 4213.05 to, to add Article 3 (commencing with Section 4229) to Chapter 1.5 of Part 2 of Division 4 of, and to repeal Chapter 1.5 (commencing with Section 4210) of Part 2 of Division 4 of, the Public Resources Code, and to amend Section 6377.1 of the Revenue and Taxation Code, relating to public resources, and declaring the urgency thereof, to take effect immediately.",0,,2017-07-25,"Chaptered by Secretary of State - Chapter 135, Statutes of 2017.",https://legiscan.com/CA/bill/AB398/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB398
956632,1400,AB399,6,Failed,2018-02-01,"Autonomous vehicles: Contra Costa Transportation Authority: pilot project.","An act to amend Section 38755 of the Vehicle Code, relating to autonomous vehicles.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB399/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB399
956648,1400,AB400,4,Passed,2017-09-11,"Crimes: alcoholic beverages: State Capitol.","An act to amend Section 172 of the Penal Code, relating to alcoholic beverages, and declaring the urgency thereof, to take effect immediately.",0,,2017-09-11,"Chaptered by Secretary of State - Chapter 224, Statutes of 2017.",https://legiscan.com/CA/bill/AB400/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB400
956682,1400,AB401,4,Passed,2017-10-07,"Pharmacy: remote dispensing site pharmacy: telepharmacy: shared clinic office space.","An act to amend Sections 4059.5 and 4107 of, to add Sections 4044.3, 4044.6, 4044.7, and 4169.1 to, to add Article 8 (commencing with Section 4130) to Chapter 9 of Division 2 of, and to add and repeal Section 4180.5 of, the Business and Professions Code, and to add Section 1211 to the Health and Safety Code, relating to healing arts.",0,,2017-10-07,"Chaptered by Secretary of State - Chapter 548, Statutes of 2017.",https://legiscan.com/CA/bill/AB401/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB401
956644,1400,AB402,5,Vetoed,2017-10-09,"Occupational safety and health standards: plume.","An act to add Section 144.9 to the Labor Code, relating to occupational safety and health.",0,,2018-01-12,"Stricken from file.",https://legiscan.com/CA/bill/AB402/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB402
956645,1400,AB403,4,Passed,2018-02-05,"Legislature: Legislative Employee Whistleblower Protection Act.","An act to add Article 11 (commencing with Section 9149.30) to Chapter 1.5 of Part 1 of Division 2 of Title 2 of the Government Code, relating to the Legislature, and declaring the urgency thereof, to take effect immediately.",0,,2018-02-05,"Chaptered by Secretary of State - Chapter 2, Statutes of 2018.",https://legiscan.com/CA/bill/AB403/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB403
956641,1400,AB404,4,Passed,2017-10-12,"Foster care.","An act to amend Section 56055 of the Education Code, to amend Sections 8704.5 and 8708 of the Family Code, to amend Sections 1502.3, 1505, 1506.1, 1507.2, 1507.25, 1517, 1517.1, 1520, 1520.3, 1522, 1522.1, 1522.4, 1523.1, 1523.5, 1529.2, 1530.6, 1530.7, 1530.8, 1536, 1536.2, 1538, 1538.7, 1558.1, 1562.01, 1568.092, 1569.58, 1569.617, 1596.607, 1596.8897, 1796.25, and 115725 of, to add Sections 1517.4, 1517.5, and 1551.3 to, to repeal Section 1522.05 of, and to repeal and amend Section 1522.08 of, the Health and Safety Code, to amend Sections 11167.5 and 11170 of the Penal Code, and to amend Sections 309, 319, 319.3, 361.2, 361.3, 361.45, 362.05, 366.3, 628, 727, 827, 4096, 4096.5, 10962, 11400, 11402.9, 11403.1, 11403.3, 11461, 11461.2, 11462, 11462.01, 11462.04, 11462.4, 11463, 11466, 11466.1, 11466.2, 11466.21, 11466.22, 11466.23, 11466.6, 11467, 11467.1, 11468.1, 11468.2, 11468.4, 11468.5, 11468.6, 11469, 16119, 16121, 16501.1, 16501.25, 16504.5, 16514, 16519.5, 16519.6, 16519.61, 17700, 17710, 17730, 17731, 17732, 17732.1, 17732.2, 17734, 17736, 18250, 18251, and 18254 of, to amend and repeal Section 11462.06 of, to add Sections 11004.5, 11469.2, 11469.3, 16501.01, 16504.6, 16519.56, 16519.57, 16519.58, 16519.59, 16519.63, 16519.64, and 16519.65 to, to add Chapter 6.3 (commencing with Section 18360) to Part 6 of Division 9 of, to repeal Sections 11462.07, 11462.1, and 11462.61 of, and to repeal and add Sections 361.4 and 11463.5 of, the Welfare and Institutions Code, relating to foster care.",0,,2017-10-12,"Chaptered by Secretary of State - Chapter 732, Statutes of 2017.",https://legiscan.com/CA/bill/AB404/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB404
956637,1400,AB405,6,Failed,2018-02-01,"Public postsecondary education: community college districts: baccalaureate degree cybersecurity pilot program.","An act to add and repeal Article 3.5 (commencing with Section 78045) of Chapter 1 of Part 48 of Division 7 of Title 3 of the Education Code, relating to public postsecondary education.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB405/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB405
956672,1400,AB406,4,Passed,2018-09-07,"Charter schools: operation.","An act to amend, repeal, and add Section 47604 of the Education Code, relating to charter schools.",0,,2018-09-07,"Chaptered by Secretary of State - Chapter 291, Statutes of 2018.",https://legiscan.com/CA/bill/AB406/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB406
956693,1400,AB407,4,Passed,2017-09-01,"Fraternal fire insurers: coverage.","An act to amend Section 9095 of, and to repeal Section 9084.5 of, the Insurance Code, relating to insurance.",0,,2017-09-01,"Chaptered by Secretary of State - Chapter 190, Statutes of 2017.",https://legiscan.com/CA/bill/AB407/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB407
956651,1400,AB408,6,Failed,2017-03-20,"Eminent domain: final offer of compensation.","An act to amend Section 1250.410 of the Code of Civil Procedure, relating to eminent domain.",463,"Assembly Judiciary",2017-03-20,"From committee: Without further action pursuant to Joint Rule 62(a).",https://legiscan.com/CA/bill/AB408/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB408
956614,1400,AB409,6,Failed,2018-02-01,"Southern California Veterans Cemetery.","An act to amend Section 1410 of the Military and Veterans Code, relating to veterans cemeteries.",0,,2018-02-01,"Died at Desk.",https://legiscan.com/CA/bill/AB409/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB409
956642,1400,AB410,2,Engrossed,2017-05-31,"Teacher credentialing: beginning teacher induction programs: fees.","An act to amend Section 44259 of the Education Code, relating to teacher credentialing.",0,,2017-09-01,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB410/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB410
956661,1400,AB411,4,Passed,2017-09-26,"Witness testimony: therapy and facility dogs.","An act to add Section 868.4 to the Penal Code, relating to witness testimony.",0,,2017-09-26,"Chaptered by Secretary of State - Chapter 290, Statutes of 2017.",https://legiscan.com/CA/bill/AB411/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB411
956625,1400,AB412,6,Failed,2018-02-01,"Courts: civil assessments.","An act to amend Section 1214.1 of the Penal Code, relating to court fines and fees.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB412/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB412
956668,1400,AB413,4,Passed,2017-09-01,"Confidential communications: domestic violence.","An act to amend Sections 633.5 and 633.6 of the Penal Code, relating to confidential communications.",0,,2017-09-01,"Chaptered by Secretary of State - Chapter 191, Statutes of 2017.",https://legiscan.com/CA/bill/AB413/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB413
956649,1400,AB414,2,Engrossed,2017-04-20,"Suspension and allocation of vacant judgeships.","An act to add Section 69614.6 to the Government Code, relating to judgeships.",482,"Senate Judiciary",2017-06-13,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB414/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB414
956643,1400,AB415,4,Passed,2017-09-28,"CalFresh: employment social enterprises.","An act to add Section 18926.7 to the Welfare and Institutions Code, relating to CalFresh.",0,,2017-09-28,"Chaptered by Secretary of State - Chapter 340, Statutes of 2017.",https://legiscan.com/CA/bill/AB415/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB415
956628,1400,AB416,6,Failed,2018-02-01,Cannabis.,"An act relating to cannabis.",0,,2018-02-01,"Died at Desk.",https://legiscan.com/CA/bill/AB416/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB416
956623,1400,AB417,4,Passed,2018-03-23,"Acute psychiatric hospital: County of Ventura: outpatient mental health services.","An act to add and repeal Section 1271.25 of the Health and Safety Code, relating to health facilities, and declaring the urgency thereof, to take effect immediately.",0,,2018-03-23,"Chaptered by Secretary of State - Chapter 9, Statutes of 2018.",https://legiscan.com/CA/bill/AB417/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB417
956619,1400,AB418,6,Failed,2018-02-01,"Elementary and secondary education: Computer Science Education Grant Pilot Program.","An act to add and repeal Chapter 13.5 (commencing with Section 52975) of Part 28 of Division 4 of Title 2 of the Education Code, relating to elementary and secondary education.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB418/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB418
956692,1400,AB419,2,Engrossed,2017-05-11,"Greenhouse gases: life cycle emissions profiles.","An act relating to greenhouse gases, and making an appropriation therefor.",489,"Senate Rules",2017-08-21,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on RLS.",https://legiscan.com/CA/bill/AB419/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB419
956664,1400,AB420,2,Engrossed,2017-05-11,"Personal income tax: deduction: commercial cannabis activity.","An act to add Section 17209 to the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",0,,2017-09-01,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB420/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB420
956656,1400,AB421,6,Failed,2018-02-01,"Hazardous substances: liability: responsible parties.","An act to amend Section 25323.5 of the Health and Safety Code, relating to hazardous substances.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB421/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB421
956696,1400,AB422,4,Passed,2017-10-12,"California State University: Doctor of Nursing Practice Degree Program.","An act to repeal and add Article 9 (commencing with Section 89280) of Chapter 2 of Part 55 of Division 8 of Title 3 of the Education Code, relating to nursing degrees.",0,,2017-10-12,"Chaptered by Secretary of State - Chapter 702, Statutes of 2017.",https://legiscan.com/CA/bill/AB422/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB422
956654,1400,AB423,6,Failed,2018-02-01,"Residential real property: rent control: withdrawal of accommodations.","An act to amend Section 7060 of the Government Code, relating to residential real property.",0,,2018-02-01,"Died on inactive file.",https://legiscan.com/CA/bill/AB423/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB423
956675,1400,AB424,4,Passed,2017-10-14,"Possession of a firearm in a school zone.","An act to amend Sections 626.9, 26370, and 26405 of the Penal Code, relating to firearms.",0,,2017-10-14,"Chaptered by Secretary of State - Chapter 779, Statutes of 2017.",https://legiscan.com/CA/bill/AB424/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB424
956697,1400,AB425,2,Engrossed,2017-05-30,"Timber harvesting plans: exemptions: temporary roads.","An act to amend Section 4584 of the Public Resources Code, relating to forestry.",0,,2018-08-29,"Ordered to inactive file at the request of Senator Galgiani.",https://legiscan.com/CA/bill/AB425/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB425
956622,1400,AB426,6,Failed,2018-02-01,"Interior designers.","An act to amend Section 5810 of the Business and Professions Code, relating to interior designers.",0,,2018-02-01,"From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.",https://legiscan.com/CA/bill/AB426/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB426
956617,1400,AB427,5,Vetoed,2018-09-23,"California Aerospace and Aviation Commission.","An act to add Part 6.8 (commencing with Section 15375) to Division 3 of Title 2 of the Government Code, relating to aerospace.",0,,2018-09-23,"Vetoed by Governor.",https://legiscan.com/CA/bill/AB427/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AB427
